timestamp,price_inr_per_kwh,solar_kw,wind_kw,demand_kw,battery_kw,soc,grid_import_kw,grid_export_kw,renewable_used_kw,cost_inr,co2_kg,grid_only_cost_inr,grid_only_co2_kg,rationale,llm_calls,llm_tokens,decide_ms
2024-04-12 00:00:00,4.0,0.0,0.182,37.726,25.0,0.7371708245126285,62.544,0.0,0.182,250.176,51.28607999999999,150.904,30.935319999999997,Deficit at OFF-PEAK tariff and SoC 50% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.04709999848273583
2024-04-12 01:00:00,4.0,0.0,5.219,37.307,6.282917548737155,0.7967758139277826,38.370917548737154,0.0,5.219,153.48367019494862,31.464152389964465,149.228,30.59174,Deficit at OFF-PEAK tariff and SoC 74% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.04189999890513718
2024-04-12 02:00:00,4.0,0.0,12.947,40.013,0.32241860722174165,0.7998345454043024,27.38841860722174,0.0,12.947,109.55367442888696,22.458503257921826,160.052,32.81066,Deficit at OFF-PEAK tariff and SoC 80% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.048899997636908665
2024-04-12 03:00:00,4.0,0.0,0.269,39.195,0.016545459569761167,0.7999915094158264,38.942545459569764,0.0,0.269,155.77018183827906,31.932887276847204,156.78,32.1399,Deficit at OFF-PEAK tariff and SoC 80% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.03580000338843092
2024-04-12 04:00:00,4.0,0.0,0.505,38.623,0.0008490584173626026,0.7999995642912227,38.11884905841736,0.0,0.505,152.47539623366944,31.257456227902235,154.492,31.670859999999998,Deficit at OFF-PEAK tariff and SoC 80% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.0332000017806422
2024-04-12 05:00:00,4.0,0.0,2.838,40.553,4.35708777390964e-05,0.7999999776408626,37.71504357087773,0.0,2.838,150.86017428351093,30.92633572811974,162.212,33.25346,Deficit at OFF-PEAK tariff and SoC 80% < 80% -> charge cheaply from grid for the coming peak.,0,0,0.03600000127335079
2024-04-12 06:00:00,6.0,0.948,1.206,44.562,-25.0,0.5364768392934977,17.408,0.0,2.154,104.44800000000001,14.274560000000001,267.37199999999996,36.540839999999996,Deficit 40.4 kW at normal tariff and SoC 80% healthy -> discharge to shave import.,0,0,0.03819999983534217
2024-04-12 07:00:00,6.0,7.662,3.347,48.855,-25.0,0.2729537009461327,12.845999999999997,0.0,11.009,77.07599999999998,10.533719999999997,293.13,40.061099999999996,Deficit 39.5 kW at normal tariff and SoC 54% healthy -> discharge to shave import.,0,0,0.03539999670465477
2024-04-12 08:00:00,6.0,15.239,1.682,53.635,0.0,0.2729537009461327,36.714,0.0,16.921,220.284,30.105479999999996,321.81,43.9807,"Deficit at normal tariff with low SoC -> import from grid, preserve battery.",0,0,0.02359999780310318
2024-04-12 09:00:00,8.0,20.168,1.215,53.987,-6.920995761856804,0.2,25.683004238143194,0.0,21.383,205.46403390514556,21.060063475277417,431.896,44.26934,Deficit 28.6 kW at PEAK tariff (Rs 8.0) -> discharge to avoid costly import.,0,0,0.043799998820759356
2024-04-12 10:00:00,8.0,31.464,0.999,45.124,0.0,0.2,12.661000000000001,0.0,32.463,101.28800000000001,10.38202,360.992,37.00168,Deficit 14.8 kW at PEAK tariff (Rs 8.0) -> discharge to avoid costly import.,0,0,0.039200000173877925
